@RELATION data/svmMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {Classical,Electronic,Jazz}

@DATA
0.050733,0.004232,3.164586,0.111441,0.154073,0.286231,0.006867,0.069282,-30.589523,3.682127,-0.410652,0.216614,-0.439154,-0.349448,-0.064671,0.105969,-0.039000,-0.013859,-0.063863,-0.084107,-0.032648,0.056575,0.007626,0.028059,0.029813,0.024981,0.011115,0.017856,0.001535,0.016579,0.018102,0.024579,0.006444,0.031398,0.008683,0.002459,0.117911,0.026691,0.039119,0.105209,0.007628,0.012956,1.117125,0.559177,0.322841,0.289945,0.236132,0.235775,0.213226,0.212328,0.225827,0.231903,0.215394,0.219215,0.182248,0.038566,0.008945,0.018382,0.023073,0.018487,0.010057,0.014085,0.002322,0.014649,0.015261,0.016560,0.005732,0.008828,150.000000,0.051757,Classical
0.085418,0.006144,3.184774,0.140125,0.153592,0.743064,0.009743,0.122817,-27.379089,2.234235,-0.707609,0.419469,-0.213471,0.114956,0.098261,0.177076,0.038089,0.093453,0.021122,0.081503,-0.019124,0.015827,0.012708,0.038986,0.009218,0.014196,0.019705,0.033741,0.002983,0.004214,0.017189,0.033692,0.006099,0.026460,0.019474,0.004126,0.098475,0.021739,0.025930,0.238714,0.007111,0.029159,0.935805,0.467240,0.315712,0.300564,0.283850,0.241834,0.243918,0.239336,0.238614,0.234565,0.229776,0.204412,0.192879,0.015627,0.014605,0.028147,0.010828,0.011514,0.017240,0.024054,0.003296,0.004006,0.015567,0.021565,0.006675,0.009294,120.000000,0.057888,Classical
0.129706,0.014492,3.243479,0.198423,0.182480,1.293754,0.005038,0.199287,-24.620751,1.392133,-0.678607,0.054055,-0.477842,-0.070649,-0.123515,-0.148256,0.015580,-0.010906,-0.072491,-0.069699,-0.067692,0.013465,0.007026,0.016694,0.020579,0.013521,0.009264,0.013679,0.004766,0.007185,0.023561,0.026808,0.010680,0.018641,0.021522,0.006613,0.047150,0.019655,0.015939,0.215448,0.002430,0.033680,0.652345,0.316971,0.232621,0.226091,0.224788,0.211958,0.215585,0.210396,0.220450,0.212728,0.204553,0.190988,0.181263,0.010066,0.006186,0.011154,0.014080,0.009525,0.007302,0.009775,0.004807,0.005811,0.015532,0.015907,0.008973,0.006317,92.307692,0.050847,Classical
0.115905,0.011269,3.246130,0.183003,0.172695,1.158981,0.005812,0.196782,-25.655325,1.395010,-0.360961,-0.215356,-0.378971,0.151231,-0.201075,0.150913,0.083216,0.028517,-0.017118,0.134031,0.128035,0.019368,0.016550,0.022667,0.023036,0.010870,0.012960,0.020507,0.003133,0.006592,0.018489,0.027660,0.004362,0.024216,0.024272,0.005282,0.047641,0.018656,0.015482,0.273248,0.003075,0.047953,0.550671,0.426897,0.338541,0.303400,0.281697,0.276848,0.263854,0.249914,0.258137,0.241108,0.241183,0.217911,0.189563,0.015263,0.014057,0.017152,0.019714,0.009927,0.010074,0.016850,0.002844,0.005531,0.013053,0.019105,0.003741,0.009000,63.157895,0.039841,Classical
0.104378,0.011173,3.207531,0.194569,0.201944,0.971175,0.006169,0.157597,-26.332486,1.988153,-0.185200,0.119517,-0.224869,-0.108092,-0.094135,0.040324,-0.139409,0.030360,-0.009623,-0.040149,-0.054107,0.010527,0.017387,0.022073,0.013555,0.016406,0.016207,0.047715,0.002894,0.005934,0.022951,0.016408,0.005095,0.023773,0.028510,0.005955,0.074593,0.022989,0.014905,0.290968,0.004162,0.054274,0.816530,0.379498,0.264242,0.249641,0.226270,0.225282,0.220891,0.240866,0.277770,0.249050,0.230238,0.206423,0.181680,0.008584,0.016534,0.016112,0.011999,0.012142,0.014097,0.028463,0.003504,0.005918,0.016330,0.011576,0.005319,0.008073,85.714286,0.076476,Classical
0.132503,0.007495,3.233676,0.189900,0.178258,1.335630,0.006135,0.228650,-27.644033,1.504277,-0.108262,0.022474,-0.051893,0.071056,-0.316629,0.124013,0.190698,0.095295,-0.097179,0.075888,0.032977,0.019071,0.013509,0.025939,0.012669,0.015723,0.015970,0.026458,0.002896,0.004536,0.017911,0.034960,0.006506,0.023845,0.031977,0.005054,0.056172,0.021010,0.014868,0.319189,0.004677,0.063205,0.797708,0.377985,0.271192,0.252402,0.244941,0.248130,0.256738,0.273972,0.298695,0.291583,0.267226,0.227708,0.194880,0.018732,0.014262,0.020449,0.011895,0.013540,0.013955,0.019688,0.003348,0.004807,0.016666,0.023822,0.007066,0.008437,120.000000,0.060498,Classical
0.097355,0.001864,3.204426,0.152561,0.159591,0.968107,0.008626,0.148658,-28.899385,1.937721,-0.564651,0.371496,-0.262198,0.119873,0.105410,0.203721,0.085375,-0.029693,0.060488,0.139573,0.099587,0.020797,0.005458,0.040001,0.008067,0.023804,0.017084,0.029260,0.003013,0.005415,0.015222,0.029268,0.007034,0.026735,0.026873,0.001372,0.092715,0.023791,0.023522,0.264091,0.005748,0.040195,0.983925,0.470211,0.321832,0.275716,0.265204,0.265551,0.272640,0.270782,0.274063,0.250519,0.227238,0.208761,0.192971,0.018319,0.006229,0.034966,0.008487,0.016786,0.018719,0.024963,0.003767,0.006038,0.014775,0.024278,0.006560,0.011783,92.307692,0.082936,Classical
0.095715,0.005384,3.213869,0.150357,0.160511,0.880193,0.007348,0.143686,-29.296707,2.065122,-0.177888,0.355793,-0.323464,0.053807,-0.136154,-0.065553,-0.121832,-0.033576,-0.006795,0.103815,0.035768,0.013003,0.002153,0.020320,0.018360,0.032295,0.014269,0.029305,0.001246,0.005478,0.028501,0.040980,0.003186,0.027395,0.023398,0.002421,0.062799,0.021093,0.021770,0.226123,0.005205,0.034174,0.569487,0.347719,0.252515,0.252207,0.247024,0.235913,0.214831,0.220224,0.222567,0.215751,0.201061,0.188039,0.169665,0.009920,0.001838,0.015972,0.014297,0.020810,0.011948,0.021316,0.001433,0.005750,0.018750,0.022797,0.003136,0.009254,92.307692,0.049358,Classical
0.111189,0.004660,3.233273,0.158199,0.161739,1.028404,0.006809,0.162430,-28.027447,1.998835,-1.077489,0.142310,-0.319926,-0.172875,-0.116750,0.119918,0.079168,0.026615,-0.066427,0.115035,0.126726,0.029972,0.014457,0.015188,0.012381,0.012863,0.018120,0.040295,0.002493,0.009688,0.007694,0.017156,0.006051,0.025171,0.018305,0.001676,0.052557,0.019679,0.023521,0.197016,0.004356,0.028452,0.593274,0.386482,0.297310,0.254282,0.241191,0.228928,0.237061,0.223489,0.241681,0.245597,0.218437,0.208806,0.175702,0.019654,0.011249,0.010190,0.009806,0.008546,0.012864,0.022461,0.002522,0.007640,0.005841,0.013196,0.005564,0.008949,240.000000,0.056550,Classical
0.075805,0.008383,3.223179,0.149876,0.172154,0.642770,0.005142,0.111427,-26.997613,2.447783,-0.170731,-0.048118,-0.367343,0.005863,-0.137396,-0.014023,-0.002741,-0.289581,-0.158990,-0.038441,-0.007684,0.023747,0.006808,0.031379,0.019036,0.021459,0.022364,0.019445,0.001207,0.009179,0.015850,0.038533,0.004036,0.026844,0.015098,0.003262,0.052657,0.016409,0.019859,0.184011,0.002648,0.029917,0.466596,0.267448,0.229442,0.229937,0.213919,0.205781,0.200367,0.197100,0.197152,0.194027,0.183208,0.177520,0.178020,0.013743,0.005466,0.016706,0.012714,0.013849,0.015600,0.011397,0.001215,0.006544,0.009839,0.017917,0.003028,0.007902,109.090909,0.049424,Classical
0.131402,0.012510,3.202977,0.204920,0.189952,1.237677,0.006750,0.228763,-25.784736,1.509457,0.116799,-0.149758,-0.292436,-0.069317,-0.097238,0.073666,-0.136344,-0.034084,0.018263,0.072672,-0.009947,0.016210,0.017271,0.023954,0.015888,0.014559,0.029454,0.021419,0.006497,0.006279,0.010017,0.041129,0.005428,0.028426,0.042889,0.009327,0.099895,0.031063,0.014807,0.416508,0.004689,0.090497,1.157529,0.520092,0.329682,0.307778,0.300936,0.275108,0.294421,0.279939,0.323130,0.297891,0.291502,0.272365,0.209050,0.015517,0.021981,0.020394,0.019546,0.014069,0.027371,0.018977,0.007261,0.007582,0.011205,0.030013,0.006254,0.010816,200.000000,0.080816,Classical
0.149910,0.006958,3.206562,0.221319,0.196695,1.364952,0.006973,0.236926,-26.805413,1.150955,-0.701839,-0.369542,0.154767,0.113252,-0.251369,-0.063241,0.016831,0.033533,-0.088841,0.005112,0.014810,0.018292,0.005171,0.017221,0.010208,0.015349,0.008581,0.015750,0.004710,0.009137,0.009154,0.033096,0.010145,0.021552,0.035419,0.004640,0.105436,0.024891,0.013880,0.338674,0.005651,0.072605,1.043332,0.474869,0.361003,0.317265,0.312762,0.297257,0.318035,0.324693,0.315119,0.295503,0.248981,0.234242,0.204821,0.018647,0.006448,0.015607,0.010484,0.015247,0.008268,0.015682,0.004980,0.010126,0.009403,0.027376,0.010255,0.009142,92.307692,0.090164,Classical
0.119622,0.003699,3.196892,0.177269,0.172366,1.100611,0.007234,0.187264,-27.278087,1.874461,-0.610920,-0.078512,-0.332978,0.081430,-0.100106,0.001007,-0.181528,-0.129620,-0.017911,0.097946,0.067377,0.013075,0.007817,0.018918,0.015065,0.017381,0.026498,0.017712,0.004525,0.014285,0.011783,0.024976,0.010217,0.018071,0.025332,0.001764,0.076637,0.022824,0.019071,0.270216,0.003197,0.047869,0.795255,0.374356,0.241815,0.233109,0.212661,0.195342,0.204371,0.200196,0.208303,0.201699,0.197647,0.187182,0.176992,0.011124,0.007399,0.012365,0.012145,0.012553,0.021465,0.012399,0.004331,0.012585,0.009371,0.016635,0.007606,0.007115,240.000000,0.078076,Classical
0.178145,0.015547,3.266977,0.230016,0.193080,1.612494,0.005884,0.306706,-24.985653,1.200949,-0.183840,-0.114600,-0.105462,-0.063090,0.057054,0.349263,-0.034250,0.043622,-0.024211,0.049421,0.060802,0.010238,0.017037,0.016956,0.015875,0.012333,0.013331,0.013336,0.006558,0.004400,0.010742,0.016680,0.006124,0.019749,0.040543,0.008594,0.045342,0.023486,0.013378,0.304280,0.003595,0.071437,0.728506,0.421144,0.348811,0.322893,0.299029,0.297212,0.288914,0.301302,0.301203,0.306954,0.286248,0.261449,0.212469,0.009218,0.017045,0.014301,0.015432,0.010690,0.014052,0.011152,0.007942,0.004116,0.009419,0.013063,0.006467,0.008501,100.000000,0.053330,Classical
0.057675,0.005161,3.179373,0.114206,0.149893,0.337612,0.007095,0.077203,-28.780592,3.457300,-0.683420,0.023983,-0.440294,-0.129367,-0.109038,-0.052504,-0.035570,0.078959,0.056082,0.162698,-0.016091,0.037710,0.012212,0.015252,0.009423,0.014146,0.026901,0.035599,0.002376,0.015435,0.021218,0.023349,0.006048,0.027962,0.008585,0.003503,0.108239,0.024349,0.037358,0.124944,0.006659,0.013602,1.039352,0.479531,0.321632,0.266501,0.247790,0.243388,0.225107,0.223575,0.238268,0.226568,0.216904,0.198310,0.190998,0.028015,0.010437,0.010450,0.006422,0.010687,0.023291,0.021305,0.002627,0.011544,0.016366,0.013954,0.005577,0.009108,150.000000,0.055556,Classical
0.124663,0.005742,3.203868,0.174484,0.166846,1.147954,0.007811,0.192053,-28.079324,1.651455,-0.335146,0.183452,-0.313307,-0.031496,-0.157571,0.096814,0.098270,0.084307,-0.044118,-0.023054,0.026876,0.013777,0.008323,0.025946,0.020007,0.013598,0.007711,0.020685,0.005194,0.007093,0.020989,0.034141,0.007484,0.020933,0.026385,0.002728,0.084544,0.022155,0.018709,0.264578,0.005422,0.042952,0.744754,0.387837,0.252935,0.246399,0.235079,0.227524,0.232521,0.251017,0.282182,0.270150,0.226625,0.199273,0.178546,0.012125,0.009586,0.018326,0.016188,0.010972,0.006914,0.015557,0.006026,0.006016,0.015997,0.021214,0.007633,0.007662,171.428571,0.059829,Classical
0.094493,0.009981,3.210256,0.160460,0.171619,0.902368,0.006596,0.151310,-25.960165,2.158339,-0.350649,0.125736,-0.198347,0.042928,-0.007631,0.016484,-0.065568,0.017475,-0.054044,0.030453,0.047468,0.012605,0.010540,0.030467,0.022107,0.021564,0.012333,0.027467,0.003669,0.011404,0.019786,0.027498,0.007547,0.023757,0.023786,0.006359,0.069027,0.021488,0.019115,0.269292,0.003726,0.045938,0.914529,0.395434,0.275322,0.258660,0.239140,0.234360,0.234022,0.239034,0.230214,0.224765,0.223099,0.195922,0.177010,0.010460,0.009295,0.023599,0.016580,0.017191,0.010778,0.018922,0.003493,0.010123,0.014664,0.017728,0.007196,0.008146,133.333333,0.061174,Classical
0.132008,0.009164,3.203571,0.190593,0.167825,1.202707,0.008360,0.226937,-26.580378,1.283538,-0.342495,-0.391218,-0.041576,-0.080621,0.260778,-0.114936,-0.309130,0.017387,0.170088,0.120223,-0.068832,0.006285,0.007394,0.015136,0.011438,0.015130,0.016035,0.048787,0.009384,0.009554,0.012160,0.021678,0.004110,0.023157,0.033870,0.004468,0.080164,0.027094,0.018484,0.317018,0.004934,0.070894,1.000019,0.557643,0.391781,0.308282,0.341961,0.302528,0.300440,0.278314,0.270898,0.267712,0.251415,0.222390,0.198560,0.006374,0.006956,0.013494,0.011014,0.012973,0.015315,0.038946,0.011193,0.008601,0.011050,0.017395,0.004285,0.010723,200.000000,0.053420,Classical
0.132064,0.011460,3.221305,0.192067,0.165381,1.358220,0.005455,0.212458,-27.115805,0.866453,-0.725480,-0.103998,-0.414594,-0.108923,-0.050243,0.046961,-0.074138,0.046232,-0.073432,-0.011571,-0.005906,0.021749,0.012200,0.015076,0.010463,0.015093,0.009832,0.020669,0.005361,0.008446,0.006363,0.028655,0.010161,0.019310,0.025214,0.006822,0.075583,0.021180,0.013970,0.237480,0.003033,0.042960,0.745067,0.414390,0.254016,0.223423,0.199267,0.203745,0.201438,0.208865,0.212302,0.197260,0.189559,0.158801,0.153382,0.016333,0.010474,0.011434,0.008598,0.010353,0.008586,0.016261,0.004515,0.006741,0.005155,0.010311,0.006892,0.006590,171.428571,0.046745,Classical
0.103011,0.008792,3.210600,0.164268,0.173718,1.014830,0.007035,0.163225,-26.589069,2.171404,-0.253849,0.324143,-0.379856,0.008257,0.046807,-0.012638,-0.071506,-0.013443,-0.102220,-0.086752,-0.062949,0.015814,0.007590,0.017618,0.023342,0.022164,0.008375,0.020287,0.006994,0.008766,0.032523,0.022635,0.008476,0.020757,0.022740,0.003663,0.065821,0.020159,0.019855,0.239692,0.004109,0.040224,0.658809,0.356049,0.287831,0.264383,0.236137,0.232163,0.224180,0.226380,0.230936,0.242612,0.225320,0.201703,0.178187,0.012967,0.008225,0.012972,0.016875,0.015895,0.007556,0.014154,0.006595,0.007084,0.022364,0.012722,0.007697,0.006628,133.333333,0.065864,Classical
0.106835,0.004962,3.216884,0.168831,0.173261,1.033925,0.006217,0.161333,-27.128872,1.973104,-0.419372,0.096979,-0.290255,-0.010904,-0.045387,0.000294,0.081922,0.056055,-0.104404,-0.000518,-0.093698,0.016194,0.016180,0.036856,0.012673,0.011805,0.012052,0.021780,0.002555,0.005468,0.016800,0.031944,0.008271,0.020988,0.022051,0.002716,0.065336,0.020866,0.018843,0.240557,0.003218,0.037997,0.967692,0.392926,0.275074,0.258279,0.248136,0.248209,0.254029,0.284441,0.272469,0.253799,0.240042,0.209015,0.198548,0.012959,0.016231,0.026345,0.011078,0.009712,0.010348,0.015344,0.002347,0.004726,0.013928,0.021056,0.008124,0.007111,133.333333,0.053947,Classical
0.051459,0.006206,3.183790,0.111664,0.154518,0.219861,0.006389,0.066694,-28.569235,3.653140,-0.477930,0.038605,-0.461966,-0.200119,-0.104233,-0.049047,-0.141152,0.012618,0.040762,0.022474,-0.073491,0.021381,0.006366,0.018516,0.033939,0.026595,0.014060,0.016310,0.001115,0.015088,0.033315,0.021116,0.006174,0.028643,0.008307,0.004290,0.104146,0.027691,0.041102,0.102338,0.006863,0.012738,1.205609,0.580744,0.342441,0.304032,0.256540,0.248759,0.233565,0.244959,0.239675,0.229552,0.224269,0.190014,0.191807,0.018714,0.006657,0.014203,0.026117,0.019516,0.014865,0.013295,0.001389,0.012622,0.020767,0.012807,0.006367,0.008653,150.000000,0.044474,Classical
0.128837,0.013866,3.224546,0.183922,0.162687,1.194822,0.007515,0.209232,-26.077475,1.251664,-0.526721,-0.048481,0.042758,0.001844,0.053831,-0.097427,-0.142491,0.160089,-0.120624,0.096739,-0.082680,0.012358,0.007009,0.016198,0.011321,0.013801,0.013352,0.020570,0.008262,0.009723,0.014996,0.020264,0.005719,0.018356,0.023341,0.005467,0.065929,0.017852,0.017260,0.226122,0.003725,0.046778,0.668452,0.394178,0.309150,0.255477,0.256126,0.222238,0.228348,0.214969,0.221087,0.218578,0.202207,0.200387,0.178267,0.009642,0.006466,0.011645,0.009245,0.011119,0.012245,0.015275,0.010427,0.010248,0.012237,0.011907,0.005014,0.007573,300.000000,0.049212,Classical
0.099435,0.003991,3.208982,0.162653,0.165569,0.862040,0.007575,0.146090,-29.053672,1.787481,-0.611661,0.060705,-0.237414,-0.037170,-0.139080,-0.006913,-0.102235,0.063723,0.049239,0.100269,0.098513,0.017891,0.003654,0.019145,0.012668,0.022746,0.009131,0.029260,0.004060,0.012030,0.009280,0.020540,0.013961,0.021992,0.022751,0.002695,0.085267,0.023355,0.022710,0.285736,0.004495,0.042003,1.178943,0.493667,0.334924,0.304490,0.275642,0.265338,0.277315,0.272188,0.278010,0.280332,0.262614,0.224869,0.202474,0.016413,0.004397,0.015906,0.011818,0.018484,0.007902,0.021557,0.004515,0.011908,0.008123,0.013878,0.013666,0.008949,133.333333,0.079567,Classical
0.115322,0.006434,3.225191,0.183041,0.183175,1.125028,0.005843,0.184532,-27.016509,1.948852,-0.359980,0.106829,-0.169667,0.026642,-0.076820,-0.028296,-0.006990,0.010055,0.018261,-0.010168,-0.015520,0.024684,0.008447,0.030835,0.011397,0.016558,0.014871,0.018720,0.005363,0.012790,0.008346,0.023552,0.011622,0.018649,0.020872,0.003022,0.060397,0.021196,0.017369,0.239694,0.003349,0.042978,0.662624,0.317912,0.226116,0.218961,0.203868,0.200445,0.187245,0.192341,0.196735,0.191015,0.184905,0.171395,0.160720,0.017191,0.008137,0.021281,0.008569,0.011247,0.010905,0.013348,0.005029,0.009977,0.005682,0.012805,0.009471,0.006697,66.666667,0.067760,Classical
0.097919,0.008262,3.222445,0.164757,0.173400,0.957979,0.006510,0.157953,-26.407962,2.072107,-0.253390,0.109267,-0.140742,0.069248,0.080514,0.093982,-0.042937,0.084549,0.044767,0.101238,0.085189,0.009126,0.009674,0.027662,0.011925,0.035599,0.010658,0.023846,0.003346,0.008902,0.017205,0.026533,0.007477,0.022545,0.023567,0.005399,0.061425,0.021272,0.019051,0.264600,0.004121,0.045717,0.925645,0.385083,0.270237,0.267523,0.248164,0.247005,0.248626,0.240780,0.241725,0.237933,0.223367,0.202170,0.186510,0.007794,0.010392,0.021725,0.010658,0.025890,0.009547,0.018255,0.003849,0.008196,0.014180,0.016450,0.008137,0.008043,200.000000,0.054830,Classical
0.139413,0.005551,3.226230,0.168094,0.160452,1.146892,0.007203,0.210724,-27.628054,1.477786,-0.266701,0.509225,-0.264284,0.033857,-0.174253,0.059690,-0.172020,0.053382,-0.140252,0.066687,0.029479,0.011378,0.004727,0.031837,0.017966,0.013539,0.010109,0.033717,0.005331,0.005672,0.018940,0.034531,0.005760,0.024892,0.032400,0.003044,0.079249,0.024292,0.024747,0.241111,0.006314,0.047504,0.925274,0.423182,0.363466,0.345565,0.321175,0.292030,0.281665,0.272350,0.257618,0.251136,0.235169,0.255046,0.224582,0.010821,0.005020,0.024088,0.015227,0.011661,0.010680,0.025122,0.006399,0.005334,0.016962,0.022576,0.005626,0.008879,150.000000,0.071764,Classical
0.072628,0.013558,3.185449,0.125241,0.148027,0.502186,0.010296,0.092097,-27.089534,2.858720,-0.931567,0.060447,-0.437527,-0.068483,-0.251380,-0.048009,0.111683,0.074769,-0.068645,0.074580,-0.138072,0.050438,0.004935,0.012107,0.007087,0.014179,0.022716,0.022026,0.003101,0.009835,0.014213,0.017509,0.012025,0.027851,0.013193,0.007657,0.105016,0.023252,0.034396,0.196314,0.009807,0.020870,1.089135,0.468833,0.342289,0.336370,0.324378,0.332630,0.307605,0.311874,0.335244,0.305880,0.261438,0.220581,0.224539,0.036024,0.006136,0.010916,0.007390,0.015707,0.021602,0.024014,0.003957,0.011214,0.014099,0.014518,0.015136,0.010952,171.428571,0.058453,Classical
0.060974,0.008141,3.187735,0.113502,0.149295,0.291453,0.008641,0.075176,-28.025677,3.480987,-0.772164,-0.059793,-0.419597,-0.048520,-0.047682,0.060445,0.089445,0.060990,0.009067,-0.023525,-0.084259,0.056611,0.010871,0.022489,0.011230,0.009871,0.017014,0.028251,0.002483,0.007215,0.021694,0.021091,0.008067,0.030731,0.010918,0.005612,0.112285,0.025439,0.038844,0.139345,0.009342,0.013947,1.114329,0.537848,0.348309,0.320732,0.307791,0.278146,0.277228,0.287119,0.276256,0.271464,0.250848,0.221296,0.192712,0.036487,0.011986,0.018132,0.011205,0.010355,0.016102,0.025798,0.004163,0.006530,0.021621,0.015738,0.008197,0.011498,92.307692,0.049175,Classical
0.097222,0.009782,3.228640,0.159860,0.160838,0.802861,0.008865,0.133014,-27.158071,1.684041,-0.936323,0.068430,-0.142332,0.045896,-0.285032,0.012672,0.012356,0.065687,-0.050820,0.000448,-0.005109,0.024019,0.019966,0.028032,0.005590,0.009001,0.019156,0.024116,0.003686,0.005044,0.021360,0.023561,0.004493,0.029401,0.018490,0.005097,0.067969,0.021337,0.024912,0.252277,0.007304,0.034732,0.907412,0.475904,0.365683,0.310232,0.288076,0.288217,0.267664,0.279800,0.286149,0.269389,0.255280,0.214550,0.189279,0.019370,0.015293,0.021246,0.005738,0.007788,0.014756,0.017216,0.003964,0.005150,0.018570,0.019399,0.004357,0.011051,300.000000,0.050552,Classical
0.136565,0.015645,3.259442,0.208992,0.196725,1.288624,0.003906,0.241753,-25.168926,1.584900,0.054360,-0.061212,-0.204866,-0.003736,-0.095934,0.056853,-0.047831,0.099078,0.076884,0.121911,0.110592,0.007445,0.014599,0.043509,0.010571,0.011079,0.027201,0.047400,0.002849,0.002860,0.015377,0.024986,0.004079,0.028170,0.026579,0.005286,0.036050,0.016589,0.011258,0.251281,0.002520,0.054677,0.427987,0.255771,0.220243,0.224828,0.219828,0.218433,0.209266,0.223581,0.223357,0.221985,0.206653,0.201267,0.178041,0.005472,0.013524,0.021215,0.009226,0.007308,0.018702,0.022865,0.002787,0.002271,0.010658,0.014175,0.003548,0.007779,133.333333,0.060009,Classical
0.104694,0.017650,3.225324,0.175410,0.185025,0.932345,0.004743,0.175815,-25.519886,2.068227,0.250915,0.099244,-0.193645,-0.184099,-0.322949,-0.040075,-0.218424,0.040436,-0.069958,-0.068362,-0.018622,0.020283,0.003602,0.024965,0.036802,0.019132,0.008769,0.032730,0.002539,0.011270,0.021388,0.054021,0.004554,0.031476,0.028295,0.008040,0.055342,0.020827,0.016470,0.277332,0.002592,0.056517,0.604093,0.332103,0.247795,0.237895,0.216484,0.220136,0.226048,0.214015,0.221786,0.220542,0.225318,0.218494,0.184421,0.014639,0.003975,0.016944,0.024024,0.012078,0.007781,0.028000,0.002599,0.009646,0.015077,0.025445,0.004277,0.009913,133.333333,0.062904,Classical
0.098954,0.008809,3.219857,0.170163,0.177600,0.808822,0.005868,0.153057,-26.383222,2.047054,-0.110976,-0.479346,-0.379280,0.027693,-0.080150,-0.061323,-0.231632,-0.003053,-0.011252,0.032091,0.021559,0.026033,0.009204,0.020790,0.020125,0.028251,0.009935,0.025147,0.002711,0.006079,0.009471,0.018425,0.024580,0.024912,0.023510,0.004251,0.060201,0.019731,0.016351,0.265997,0.003951,0.058315,0.670608,0.333573,0.248926,0.241224,0.222069,0.212831,0.217895,0.234429,0.234699,0.233616,0.214115,0.187351,0.175493,0.017944,0.009587,0.013928,0.015439,0.017830,0.007274,0.018102,0.002647,0.004987,0.007269,0.010359,0.016987,0.007813,109.090909,0.043077,Classical
0.083342,0.008839,3.238041,0.153086,0.165952,0.580694,0.005710,0.111278,-28.144875,1.958060,-0.985314,-0.315719,-0.288045,0.069753,-0.325116,-0.099783,0.033082,0.121869,0.014564,-0.024017,-0.005684,0.025762,0.025075,0.016952,0.008859,0.006518,0.018069,0.024538,0.002604,0.006422,0.034102,0.022991,0.006780,0.033960,0.014099,0.003603,0.064343,0.021268,0.026594,0.202768,0.005809,0.030021,0.734644,0.413189,0.303736,0.288856,0.255466,0.263387,0.239439,0.229068,0.237627,0.232579,0.237087,0.210391,0.187232,0.018452,0.014799,0.010867,0.007500,0.004726,0.012192,0.016335,0.002363,0.004753,0.025141,0.015856,0.005993,0.011303,150.000000,0.046754,Classical
